#Parameters = {Disk_Antenna_1_inter_direction_disks_distance_5=0; Disk_Antenna_1_S11_target_top=-15; Disk_Antenna_1_center_frequency=2.4; Disk_Antenna_1_central_pipe_radius=2.5; Disk_Antenna_1_connector_inner_diameter=1.74; Disk_Antenna_1_connector_outer_diameter=4; Disk_Antenna_1_direction_disks_diameter_1=54.5; Disk_Antenna_1_direction_disks_diameter_2=39.5; Disk_Antenna_1_direction_disks_diameter_3=37; Disk_Antenna_1_direction_disks_diameter_4=40; Disk_Antenna_1_direction_disks_diameter_5=34; Disk_Antenna_1_disk_metallization_thickness=0.5; Disk_Antenna_1_frequency_range=0.2; Disk_Antenna_1_inter_direction_disks_distance_1=30; Disk_Antenna_1_inter_direction_disks_distance_2=26.8; Disk_Antenna_1_inter_direction_disks_distance_3=31.3; Disk_Antenna_1_inter_direction_disks_distance_4=27.2; Disk_Antenna_1_line_direction_disk_distance=11; Disk_Antenna_1_line_disk_diameter=69.3; Disk_Antenna_1_main_line_disks_distance=10.2; Disk_Antenna_1_main_reflector_diameter=83.2; Disk_Antenna_1_number_direction_disk=4.6; Disk_Antenna_1_nut_diameter=8; Disk_Antenna_1_nut_height=1; Disk_Antenna_1_nut_thickness=3; Disk_Antenna_1_optimisation_range=0.1; Disk_Antenna_1_port_connection_offset=23.3}
#"Frequency / GHz"	"S1,1 [Re]"	"S1,1 [Im]"	"Ref.Imp. [Re]"	"Ref.Imp. [Im]"
#-------------------------------------------------------------------------
0.50000000000000	-0.18662306723849	0.93798954726825	50.000000000000	0.00000000000000
0.50550000000000	-0.17373969521793	0.94201357661155	50.000000000000	0.00000000000000
0.51100000000000	-0.16070011779826	0.94578167679849	50.000000000000	0.00000000000000
0.51650000000000	-0.14751029960725	0.94928596266920	50.000000000000	0.00000000000000
0.52200000000000	-0.13417663319543	0.95251865594570	50.000000000000	0.00000000000000
0.52750000000000	-0.12070594347568	0.95547211022805	50.000000000000	0.00000000000000
0.53300000000000	-0.10710549070562	0.95813883702849	50.000000000000	0.00000000000000
0.53850000000000	-0.093382971883230	0.96051153277377	50.000000000000	0.00000000000000
0.54400000000000	-0.079546520426159	0.96258310669226	50.000000000000	0.00000000000000
0.54950000000000	-0.065604704007385	0.96434670948792	50.000000000000	0.00000000000000
0.55500000000000	-0.051566520422678	0.96579576268853	50.000000000000	0.00000000000000
0.56050000000000	-0.037441391370466	0.96692398854035	50.000000000000	0.00000000000000
0.56600000000000	-0.023239154030855	0.96772544030603	50.000000000000	0.00000000000000
0.57150000000000	-0.0089700503390233	0.96819453280736	50.000000000000	0.00000000000000
0.57700000000000	0.0053552861419478	0.96832607303902	50.000000000000	0.00000000000000
0.58250000000000	0.019725845831568	0.96811529066490	50.000000000000	0.00000000000000
0.58800000000000	0.034130261294749	0.96755786819448	50.000000000000	0.00000000000000
0.59350000000000	0.048556828009918	0.96664997062303	50.000000000000	0.00000000000000
0.59900000000000	0.062993527777692	0.96538827430776	50.000000000000	0.00000000000000
0.60450000000000	0.077428054785569	0.96376999484080	50.000000000000	0.00000000000000
0.61000000000000	0.091847844322675	0.96179291367105	50.000000000000	0.00000000000000
