#Parameters = {Disk_Antenna_1_S11_target_top=-15; Disk_Antenna_1_center_frequency=2.4; Disk_Antenna_1_central_pipe_radius=2.5; Disk_Antenna_1_connector_inner_diameter=1.74; Disk_Antenna_1_connector_outer_diameter=4; Disk_Antenna_1_direction_disks_diameter_1=54; Disk_Antenna_1_direction_disks_diameter_2=38; Disk_Antenna_1_direction_disks_diameter_3=37; Disk_Antenna_1_direction_disks_diameter_4=37; Disk_Antenna_1_direction_disks_diameter_5=37; Disk_Antenna_1_disk_metallization_thickness=0.5; Disk_Antenna_1_frequency_range=200; Disk_Antenna_1_inter_direction_disks_distance_1=32; Disk_Antenna_1_inter_direction_disks_distance_2=29; Disk_Antenna_1_inter_direction_disks_distance_3=29; Disk_Antenna_1_inter_direction_disks_distance_4=29; Disk_Antenna_1_line_direction_disk_distance=12; Disk_Antenna_1_line_disk_diameter=68; Disk_Antenna_1_main_line_disks_distance=11; Disk_Antenna_1_main_reflector_diameter=90; Disk_Antenna_1_number_direction_disk=5; Disk_Antenna_1_nut_diameter=8; Disk_Antenna_1_nut_height=1; Disk_Antenna_1_nut_thickness=3; Disk_Antenna_1_port_connection_offset=24}
#"Frequency / GHz"	"S1,1 [Re]"	"S1,1 [Im]"	"Ref.Imp. [Re]"	"Ref.Imp. [Im]"
#-------------------------------------------------------------------------
0.50000000000000	-0.084714119225122	0.94683465817636	50.000000000000	0.00000000000000
0.50550000000000	-0.071175730159322	0.94739364089485	50.000000000000	0.00000000000000
0.51100000000000	-0.057625096125769	0.94773694252767	50.000000000000	0.00000000000000
0.51650000000000	-0.044065039566546	0.94786332069817	50.000000000000	0.00000000000000
0.52200000000000	-0.030498400706621	0.94777150052878	50.000000000000	0.00000000000000
0.52750000000000	-0.016928041684799	0.94746017039979	50.000000000000	0.00000000000000
0.53300000000000	-0.0033568511654366	0.94692797767967	50.000000000000	0.00000000000000
0.53850000000000	0.010212250535064	0.94617352444474	50.000000000000	0.00000000000000
0.54400000000000	0.023776305770458	0.94519536320883	50.000000000000	0.00000000000000
0.54950000000000	0.037332313296347	0.94399199268717	50.000000000000	0.00000000000000
0.55500000000000	0.050877221369709	0.94256185362265	50.000000000000	0.00000000000000
0.56050000000000	0.064407920171473	0.94090332470729	50.000000000000	0.00000000000000
0.56600000000000	0.077921233504821	0.93901471863712	50.000000000000	0.00000000000000
0.57150000000000	0.091413909718815	0.93689427834470	50.000000000000	0.00000000000000
0.57700000000000	0.10488261180425	0.93454017346058	50.000000000000	0.00000000000000
0.58250000000000	0.11832390660571	0.93195049706310	50.000000000000	0.00000000000000
0.58800000000000	0.13173425309147	0.92912326278479	50.000000000000	0.00000000000000
0.59350000000000	0.14510998962030	0.92605640235455	50.000000000000	0.00000000000000
0.59900000000000	0.15844732014272	0.92274776366606	50.000000000000	0.00000000000000
0.60450000000000	0.17174229927248	0.91919510947691	50.000000000000	0.00000000000000
0.61000000000000	0.18499081616403	0.91539611685761	50.000000000000	0.00000000000000
0.61550000000000	0.19818857713181	0.91134837752726	50.000000000000	0.00000000000000
0.62100000000000	0.21133108694940	0.90704939923163	50.000000000000	0.00000000000000
0.62650000000000	0.22441362876978	0.90249660834112	50.000000000000	0.00000000000000
0.63200000000000	0.23743124261390	0.89768735387025	50.000000000000	0.00000000000000
0.63750000000000	0.25037870238301	0.89261891314713	50.000000000000	0.00000000000000
0.64300000000000	0.26325049136196	0.88728849939104	50.000000000000	0.00000000000000
0.64850000000000	0.27604077619624	0.88169327148856	50.000000000000	0.00000000000000
0.65400000000000	0.28874337934658	0.87583034629489	50.000000000000	0.00000000000000
0.65950000000000	0.30135175005129	0.86969681382473	50.000000000000	0.00000000000000
0.66500000000000	0.31385893386075	0.86328975573908	50.000000000000	0.00000000000000
0.67050000000000	0.32625754085069	0.85660626757756	50.000000000000	0.00000000000000
0.67600000000000	0.33853971267387	0.84964348523165	50.000000000000	0.00000000000000
0.68150000000000	0.35069708867428	0.84239861620088	50.000000000000	0.00000000000000
0.68700000000000	0.36272077136666	0.83486897622038	50.000000000000	0.00000000000000
0.69250000000000	0.37460129167905	0.82705203189277	50.000000000000	0.00000000000000
0.69800000000000	0.38632857446919	0.81894544999779	50.000000000000	0.00000000000000
0.70350000000000	0.39789190495995	0.81054715418627	50.000000000000	0.00000000000000
0.70900000000000	0.40927989689631	0.80185538978756	50.000000000000	0.00000000000000
0.71450000000000	0.42048046340973	0.79286879746533	50.000000000000	0.00000000000000
0.72000000000000	0.43148079178635	0.78358649644157	50.000000000000	0.00000000000000
0.72550000000000	0.44226732357522	0.77400817796281	50.000000000000	0.00000000000000
0.73100000000000	0.45282574174151	0.76413420959867	50.000000000000	0.00000000000000
0.73650000000000	0.46314096686716	0.75396575082943	50.000000000000	0.00000000000000
0.74200000000000	0.47319716472300	0.74350488018371	50.000000000000	0.00000000000000
0.74750000000000	0.48297776787849	0.73275473391505	50.000000000000	0.00000000000000
0.75300000000000	0.49246551436493	0.72171965584261	50.000000000000	0.00000000000000
0.75850000000000	0.50164250675474	0.71040535750808	50.000000000000	0.00000000000000
0.76400000000000	0.51049029533923	0.69881908720228	50.000000000000	0.00000000000000
0.76950000000000	0.51898998935582	0.68696980567487	50.000000000000	0.00000000000000
0.77500000000000	0.52712240039559	0.67486836544585	50.000000000000	0.00000000000000
0.78050000000000	0.53486822217006	0.66252768958076	50.000000000000	0.00000000000000
0.78600000000000	0.54220825067719	0.64996294457385	50.000000000000	0.00000000000000
0.79150000000000	0.54912364841919	0.63719170061816	50.000000000000	0.00000000000000
0.79700000000000	0.55559625561686	0.62423407106025	50.000000000000	0.00000000000000
0.80250000000000	0.56160895026336	0.61111282129216	50.000000000000	0.00000000000000
0.80800000000000	0.56714605729081	0.59785343580672	50.000000000000	0.00000000000000
0.81350000000000	0.57219380502120	0.58448413074553	50.000000000000	0.00000000000000
0.81900000000000	0.57674082439612	0.57103579815139	50.000000000000	0.00000000000000
0.82450000000000	0.58077868321587	0.55754186747896	50.000000000000	0.00000000000000
0.83000000000000	0.58430244380975	0.54403806993221	50.000000000000	0.00000000000000
0.83550000000000	0.58731122831080	0.53056209211308	50.000000000000	0.00000000000000
0.84100000000000	0.58980877121119	0.51715310751228	50.000000000000	0.00000000000000
0.84650000000000	0.59180393441156	0.50385117774974	50.000000000000	0.00000000000000
0.85200000000000	0.59331115592912	0.49069652031416	50.000000000000	0.00000000000000
0.85750000000000	0.59435080026189	0.47772864588846	50.000000000000	0.00000000000000
0.86300000000000	0.59494937664190	0.46498537606063	50.000000000000	0.00000000000000
0.86850000000000	0.59513959158497	0.45250176100426	50.000000000000	0.00000000000000
0.87400000000000	0.59496020473304	0.44030892605925	50.000000000000	0.00000000000000
0.87950000000000	0.59445566232753	0.42843288533914	50.000000000000	0.00000000000000
